Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
8860;US-2018-114356;20/08/2018;26/08/2018;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Charlotte;North Carolina;28205;South;TEC-PH-10003171;Technology;Phones;Plantronics Encore H101 Dual Earpieces Headset;35,96
8861;CA-2016-125934;11/09/2016;18/09/2016;Standard Class;SN-20560;Skye Norling;Home Office;United States;Paterson;New Jersey;7501;East;OFF-LA-10000414;Office Supplies;Labels;Avery 503;31,05
8866;CA-2016-158148;20/12/2016;26/12/2016;Standard Class;JM-15865;John Murray;Consumer;United States;Arlington;Virginia;22204;South;OFF-AP-10003281;Office Supplies;Appliances;Acco 6 Outlet Guardian Standard Surge Suppressor;36,27
8867;CA-2015-120411;20/09/2015;23/09/2015;First Class;SB-20185;Sarah Brown;Consumer;United States;Chicago;Illinois;60653;Central;FUR-BO-10004218;Furniture;Bookcases;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;493,43
8869;CA-2017-158260;04/11/2017;08/11/2017;Standard Class;CC-12475;Cindy Chapman;Consumer;United States;San Diego;California;92037;West;TEC-MA-10003176;Technology;Machines;Okidata B400 Printer;686,4
8870;CA-2018-101805;01/12/2018;06/12/2018;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Seattle;Washington;98105;West;OFF-BI-10002003;Office Supplies;Binders;Ibico Presentation Index for Binding Systems;15,92
8873;US-2015-105137;10/10/2015;10/10/2015;Same Day;RB-19435;Richard Bierner;Consumer;United States;Columbus;Ohio;43229;East;TEC-MA-10002694;Technology;Machines;Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner;101994
8875;CA-2018-142489;14/11/2018;16/11/2018;Second Class;TC-21295;Toby Carlisle;Consumer;United States;Houston;Texas;77095;Central;OFF-BI-10003684;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders;21,99
8876;US-2017-141264;13/08/2017;19/08/2017;Standard Class;CT-11995;Carol Triggs;Consumer;United States;Irving;Texas;75061;Central;OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;185376
8878;CA-2018-126928;17/09/2018;23/09/2018;Standard Class;GZ-14470;Gary Zandusky;Consumer;United States;Morristown;New Jersey;7960;East;TEC-MA-10004626;Technology;Machines;Lexmark 20R1285 X6650 Wireless All-in-One Printer;480
8880;US-2016-107944;23/03/2016;25/03/2016;First Class;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90008;West;OFF-PA-10000659;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;192,72
8882;CA-2017-135594;30/06/2017;03/07/2017;Second Class;AH-10120;Adrian Hane;Home Office;United States;Aurora;Illinois;60505;Central;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;50,12
8883;US-2018-115252;20/10/2018;25/10/2018;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Durham;North Carolina;27707;South;TEC-PH-10004071;Technology;Phones;PayAnywhere Card Reader;15984
8885;CA-2015-107398;25/08/2015;30/08/2015;Standard Class;BS-11590;Brendan Sweed;Corporate;United States;Columbus;Ohio;43229;East;OFF-BI-10001982;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels;6528
8888;CA-2015-169642;27/07/2015;30/07/2015;Second Class;BB-10990;Barry Blumstein;Corporate;United States;Los Angeles;California;90036;West;OFF-ST-10002574;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;276,28
8889;CA-2018-103968;01/12/2018;07/12/2018;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Stockton;California;95207;West;FUR-FU-10003394;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";629,64
8890;CA-2017-147256;17/10/2017;21/10/2017;Second Class;FC-14245;Frank Carlisle;Home Office;United States;Columbia;Missouri;65203;Central;TEC-PH-10003072;Technology;Phones;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;449,97
8892;CA-2017-162159;16/09/2017;18/09/2017;First Class;CR-12625;Corey Roper;Home Office;United States;Columbus;Georgia;31907;South;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;121,78
8893;CA-2016-111038;01/12/2016;06/12/2016;Standard Class;LC-16960;Lindsay Castell;Home Office;United States;San Diego;California;92037;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;2676672
8894;CA-2015-124723;05/08/2015;12/08/2015;Standard Class;GZ-14470;Gary Zandusky;Consumer;United States;Texas City;Texas;77590;Central;FUR-TA-10001307;Furniture;Tables;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;489,23
8895;CA-2017-167241;15/08/2017;22/08/2017;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90004;West;FUR-FU-10004071;Furniture;Furnishings;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;312,03
8899;CA-2016-163237;07/08/2016;09/08/2016;Second Class;EM-14095;Eudokia Martin;Corporate;United States;Springfield;Virginia;22153;South;TEC-PH-10003601;Technology;Phones;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;494,97
8901;CA-2017-150483;31/05/2017;04/06/2017;Standard Class;BP-11290;Beth Paige;Consumer;United States;Decatur;Illinois;62521;Central;FUR-FU-10001379;Furniture;Furnishings;"Executive Impressions 16-1/2"" Circular Wall Clock";32064
8905;US-2017-126431;01/07/2017;01/07/2017;Same Day;SU-20665;Stephanie Ulpright;Home Office;United States;New York City;New York;10009;East;OFF-LA-10001474;Office Supplies;Labels;Avery 477;30,53
8908;CA-2017-139934;18/12/2017;20/12/2017;First Class;AY-10555;Andy Yotov;Corporate;United States;San Francisco;California;94110;West;TEC-PH-10001552;Technology;Phones;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;66976
8909;CA-2016-109603;26/01/2016;01/02/2016;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Moreno Valley;California;92553;West;OFF-PA-10003790;Office Supplies;Paper;Xerox 1991;182,72
8910;CA-2018-160661;28/10/2018;01/11/2018;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Everett;Massachusetts;2149;East;OFF-LA-10002475;Office Supplies;Labels;Avery 519;21,93
8911;CA-2018-102610;04/11/2018;08/11/2018;Standard Class;CA-12265;Christina Anderson;Consumer;United States;Chattanooga;Tennessee;37421;South;TEC-AC-10000303;Technology;Accessories;Logitech M510 Wireless Mouse;95976
8915;US-2017-144057;09/05/2017;13/05/2017;Standard Class;CV-12805;Cynthia Voltz;Corporate;United States;Austin;Texas;78745;Central;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;856656
8920;CA-2015-160276;02/04/2015;08/04/2015;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Virginia Beach;Virginia;23464;South;FUR-FU-10003192;Furniture;Furnishings;Luxo Adjustable Task Clamp Lamp;177,68
8921;CA-2015-132983;28/04/2015;03/05/2015;Standard Class;DS-13180;David Smith;Corporate;United States;Jamestown;New York;14701;East;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;159,98
8922;CA-2017-145709;04/10/2017;08/10/2017;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Coral Gables;Florida;33134;South;TEC-PH-10003095;Technology;Phones;Samsung HM1900 Bluetooth Headset;52,68
8924;CA-2018-133928;11/06/2018;17/06/2018;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Hickory;North Carolina;28601;South;OFF-BI-10001525;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";4572
8925;CA-2017-168032;30/01/2017;03/02/2017;Standard Class;DF-13135;David Flashing;Consumer;United States;Rockford;Illinois;61107;Central;TEC-PH-10004241;Technology;Phones;Nokia Lumia 1020;1439968
8928;CA-2016-143616;27/09/2016;29/09/2016;Second Class;SS-20140;Saphhira Shifley;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10002067;Office Supplies;Art;Newell 334;99,2
8929;US-2016-168704;13/04/2016;17/04/2016;Standard Class;FP-14320;Frank Preis;Consumer;United States;Huntsville;Texas;77340;Central;FUR-TA-10000688;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;609,98
8932;CA-2018-143252;18/12/2018;24/12/2018;Standard Class;HE-14800;Harold Engle;Corporate;United States;Milwaukee;Wisconsin;53209;Central;FUR-FU-10001057;Furniture;Furnishings;Tensor Track Tree Floor Lamp;99,95
8934;CA-2017-102134;14/03/2017;19/03/2017;Standard Class;SP-20545;Sibella Parks;Corporate;United States;Green Bay;Wisconsin;54302;Central;FUR-FU-10003724;Furniture;Furnishings;Westinghouse Clip-On Gooseneck Lamps;16,74
8935;CA-2018-130036;27/08/2018;27/08/2018;Same Day;BP-11185;Ben Peterman;Corporate;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10000528;Office Supplies;Paper;Xerox 1981;12672
8937;CA-2016-134117;17/12/2016;19/12/2016;Second Class;PG-18895;Paul Gonzalez;Consumer;United States;Los Angeles;California;90008;West;OFF-AR-10003903;Office Supplies;Art;Sanford 52201 APSCO Electric Pencil Sharpener;204,85
8941;CA-2015-130918;22/08/2015;24/08/2015;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;North Miami;Florida;33161;South;OFF-SU-10003936;Office Supplies;Supplies;Acme Serrated Blade Letter Opener;7632
8942;CA-2017-159023;03/11/2017;05/11/2017;First Class;NW-18400;Natalie Webber;Consumer;United States;Portland;Oregon;97206;West;OFF-BI-10002813;Office Supplies;Binders;Avery Reinforcements for Hole-Punch Pages;4158
8944;CA-2018-111717;10/10/2018;16/10/2018;Standard Class;SW-20245;Scot Wooten;Consumer;United States;Aurora;Illinois;60505;Central;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;239358
8945;CA-2015-154592;07/12/2015;08/12/2015;First Class;EH-14005;Erica Hernandez;Home Office;United States;San Francisco;California;94109;West;OFF-PA-10000062;Office Supplies;Paper;Green Bar Computer Printout Paper;164,88
8946;CA-2015-128622;15/11/2015;17/11/2015;Second Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94110;West;OFF-SU-10001574;Office Supplies;Supplies;Acme Value Line Scissors;10,95
8947;CA-2018-148355;24/12/2018;28/12/2018;Standard Class;NC-18535;Nick Crebassa;Corporate;United States;New Bedford;Massachusetts;2740;East;OFF-PA-10001972;Office Supplies;Paper;Xerox 214;19,44
8949;CA-2015-132913;24/12/2015;26/12/2015;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;San Diego;California;92037;West;OFF-AP-10003278;Office Supplies;Appliances;Belkin 7-Outlet SurgeMaster Home Series;13,97
8950;CA-2018-150910;22/12/2018;28/12/2018;Standard Class;JL-15130;Jack Lebron;Consumer;United States;Jackson;Tennessee;38301;South;FUR-TA-10002903;Furniture;Tables;"Bevis Round Bullnose 29"" High Table Top";934956
8955;CA-2015-156790;08/08/2015;10/08/2015;Second Class;VG-21790;Vivek Gonzalez;Consumer;United States;Jacksonville;Florida;32216;South;FUR-BO-10000468;Furniture;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;155456
8956;CA-2015-126480;20/09/2015;24/09/2015;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;San Diego;California;92024;West;OFF-PA-10004610;Office Supplies;Paper;Xerox 1900;8,56
8957;CA-2018-105620;25/12/2018;28/12/2018;First Class;JH-15430;Jennifer Halladay;Consumer;United States;Hialeah;Florida;33012;South;FUR-FU-10004963;Furniture;Furnishings;Eldon 400 Class Desk Accessories, Black Carbon;21
8959;CA-2018-150266;25/11/2018;30/11/2018;Standard Class;RO-19780;Rose O'Brian;Consumer;United States;Houston;Texas;77070;Central;TEC-PH-10003437;Technology;Phones;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;299,96
8963;CA-2017-157280;05/11/2017;07/11/2017;First Class;LW-17125;Liz Willingham;Consumer;United States;Virginia Beach;Virginia;23464;South;FUR-FU-10004665;Furniture;Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;273,96
8966;CA-2018-106691;06/11/2018;12/11/2018;Standard Class;CC-12370;Christopher Conant;Consumer;United States;Houston;Texas;77070;Central;OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;1248
8967;CA-2017-134180;03/11/2017;07/11/2017;Standard Class;JP-16135;Julie Prescott;Home Office;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10000892;Technology;Accessories;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;72
8969;CA-2015-166730;30/12/2015;01/01/2016;First Class;DD-13570;Dorothy Dickinson;Consumer;United States;Memphis;Tennessee;38109;South;OFF-ST-10002554;Office Supplies;Storage;Tennsco Industrial Shelving;39128
8970;CA-2018-157469;02/12/2018;07/12/2018;Standard Class;ES-14080;Erin Smith;Corporate;United States;Lakewood;Ohio;44107;East;OFF-AR-10001662;Office Supplies;Art;Rogers Handheld Barrel Pencil Sharpener;19728
8972;CA-2018-122308;24/03/2018;28/03/2018;Standard Class;MV-17485;Mark Van Huff;Consumer;United States;New York City;New York;10011;East;FUR-CH-10000665;Furniture;Chairs;Global Airflow Leather Mesh Back Chair, Black;271764
8973;US-2015-149034;19/11/2015;21/11/2015;First Class;RD-19900;Ruben Dartt;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10003023;Technology;Accessories;Logitech G105 Gaming Keyboard;47496
8974;CA-2018-159226;25/04/2018;27/04/2018;Second Class;RL-19615;Rob Lucas;Consumer;United States;Los Angeles;California;90008;West;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;344981
8975;CA-2018-156622;23/11/2018;26/11/2018;First Class;JP-15460;Jennifer Patt;Corporate;United States;Dallas;Texas;75220;Central;OFF-PA-10000477;Office Supplies;Paper;Xerox 22;36288
8979;CA-2015-119529;03/11/2015;05/11/2015;Second Class;DM-13345;Denise Monton;Corporate;United States;Orange;New Jersey;7050;East;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;5,76
8980;CA-2016-150413;19/10/2016;24/10/2016;Second Class;CS-11860;Cari Schnelling;Consumer;United States;Dallas;Texas;75220;Central;OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs;1,72
8981;CA-2015-108182;06/02/2015;10/02/2015;Second Class;DL-13315;Delfina Latchford;Consumer;United States;Romeoville;Illinois;60441;Central;OFF-BI-10001196;Office Supplies;Binders;Avery Flip-Chart Easel Binder, Black;8952
8982;CA-2017-110898;06/03/2017;12/03/2017;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Chicago;Illinois;60623;Central;OFF-AP-10001626;Office Supplies;Appliances;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;2334
8986;CA-2016-123092;03/12/2016;07/12/2016;Standard Class;JG-15115;Jack Garza;Consumer;United States;Jacksonville;North Carolina;28540;South;FUR-FU-10000222;Furniture;Furnishings;"Seth Thomas 16"" Steel Case Clock";77952
8990;US-2016-128587;24/12/2016;30/12/2016;Standard Class;HM-14860;Harry Marie;Corporate;United States;Springfield;Missouri;65807;Central;FUR-FU-10003026;Furniture;Furnishings;Eldon Regeneration Recycled Desk Accessories, Black;9,68
8992;US-2018-139577;01/10/2018;06/10/2018;Standard Class;TN-21040;Tanja Norvell;Home Office;United States;San Francisco;California;94110;West;TEC-AC-10004708;Technology;Accessories;Sony 32GB Class 10 Micro SDHC R40 Memory Card;104,75
8993;CA-2018-159100;16/10/2018;21/10/2018;Standard Class;VP-21760;Victoria Pisteka;Corporate;United States;Columbia;Tennessee;38401;South;TEC-AC-10003499;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;18528
8995;CA-2015-109043;15/08/2015;17/08/2015;First Class;CS-12355;Christine Sundaresam;Consumer;United States;Hollywood;Florida;33021;South;OFF-PA-10000312;Office Supplies;Paper;Xerox 1955;91,36
8997;US-2018-116491;11/11/2018;13/11/2018;First Class;PG-18820;Patrick Gardner;Consumer;United States;Dallas;Texas;75081;Central;TEC-PH-10004531;Technology;Phones;OtterBox Commuter Series Case - iPhone 5 & 5s;35184
8998;CA-2018-122763;20/03/2018;20/03/2018;Same Day;HG-14845;Harry Greene;Consumer;United States;Houston;Texas;77041;Central;OFF-PA-10000474;Office Supplies;Paper;Easy-staple paper;56704
9000;CA-2018-137785;13/05/2018;17/05/2018;Standard Class;MH-18115;Mick Hernandez;Home Office;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;458,43
9001;CA-2015-133389;22/06/2015;22/06/2015;Same Day;TB-21280;Toby Braunhardt;Consumer;United States;Phoenix;Arizona;85023;West;OFF-BI-10001553;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;8226
9002;CA-2015-103807;02/12/2015;09/12/2015;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sandy Springs;Georgia;30328;South;TEC-AC-10000199;Technology;Accessories;Kingston Digital DataTraveler 8GB USB 2.0;5,95
9004;CA-2016-102855;05/04/2016;06/04/2016;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Spokane;Washington;99207;West;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;239,94
9006;CA-2018-107825;18/11/2018;18/11/2018;Same Day;NB-18655;Nona Balk;Corporate;United States;Milwaukee;Wisconsin;53209;Central;OFF-ST-10001321;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;92,52
9010;CA-2018-106047;12/07/2018;18/07/2018;Standard Class;CS-11860;Cari Schnelling;Consumer;United States;Fairfield;Ohio;45014;East;OFF-PA-10000791;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;3816
9011;CA-2018-127803;19/05/2018;23/05/2018;Standard Class;ND-18460;Neil Ducich;Corporate;United States;Huntsville;Alabama;35810;South;OFF-BI-10001787;Office Supplies;Binders;Wilson Jones Four-Pocket Poly Binders;26,16
9012;CA-2016-137071;20/12/2016;21/12/2016;First Class;ED-13885;Emily Ducich;Home Office;United States;Houston;Texas;77036;Central;TEC-AC-10004353;Technology;Accessories;Hypercom P1300 Pinpad;100,8
9013;CA-2017-121447;21/02/2017;22/02/2017;First Class;EA-14035;Erin Ashbrook;Corporate;United States;New York City;New York;10011;East;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;135,8
9014;CA-2018-143084;18/03/2018;22/03/2018;Standard Class;BP-11050;Barry Pond;Corporate;United States;Los Angeles;California;90008;West;OFF-AR-10002766;Office Supplies;Art;Prang Drawing Pencil Set;13,9
9016;CA-2017-131639;17/12/2017;23/12/2017;Standard Class;NS-18640;Noel Staavos;Corporate;United States;Carlsbad;New Mexico;88220;West;OFF-BI-10001636;Office Supplies;Binders;Ibico Plastic and Wire Spiral Binding Combs;13488
9018;CA-2017-161361;26/03/2017;28/03/2017;Second Class;MV-17485;Mark Van Huff;Consumer;United States;Pocatello;Idaho;83201;West;OFF-PA-10001838;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";17,64
9020;CA-2015-100706;16/12/2015;18/12/2015;Second Class;LE-16810;Laurel Elliston;Consumer;United States;Springfield;Virginia;22153;South;TEC-AC-10001314;Technology;Accessories;Case Logic 2.4GHz Wireless Keyboard;99,98
9022;CA-2016-129525;15/11/2016;20/11/2016;Standard Class;VP-21760;Victoria Pisteka;Corporate;United States;Toledo;Ohio;43615;East;OFF-BI-10002133;Office Supplies;Binders;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";166,92
9023;US-2017-141880;22/08/2017;23/08/2017;First Class;TC-21475;Tony Chapman;Home Office;United States;Fort Collins;Colorado;80525;West;FUR-FU-10001979;Furniture;Furnishings;Dana Halogen Swing-Arm Architect Lamp;98328
9024;CA-2016-165799;29/06/2016;02/07/2016;First Class;SG-20470;Sheri Gordon;Consumer;United States;New York City;New York;10024;East;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;117882
9025;CA-2017-102127;26/06/2017;02/07/2017;Standard Class;VP-21760;Victoria Pisteka;Corporate;United States;New York City;New York;10035;East;TEC-AC-10002018;Technology;Accessories;AmazonBasics 3-Button USB Wired Mouse;20,97
9028;US-2017-152415;17/09/2017;22/09/2017;Standard Class;PO-18865;Patrick O'Donnell;Consumer;United States;Marlborough;Massachusetts;1752;East;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;14,82
9030;CA-2015-138198;18/07/2015;23/07/2015;Standard Class;JL-15130;Jack Lebron;Consumer;United States;New Rochelle;New York;10801;East;OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;13904
9031;CA-2018-128041;01/09/2018;01/09/2018;Same Day;RW-19540;Rick Wilson;Corporate;United States;Seattle;Washington;98103;West;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;314,6
9033;CA-2018-105823;22/06/2018;26/06/2018;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Detroit;Michigan;48227;Central;FUR-CH-10000454;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;487,96
9034;CA-2015-152268;02/09/2015;07/09/2015;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Fayetteville;Arkansas;72701;South;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;1793,98
9035;CA-2016-148873;01/10/2016;05/10/2016;Standard Class;EM-13960;Eric Murdock;Consumer;United States;Quincy;Illinois;62301;Central;OFF-BI-10003196;Office Supplies;Binders;Accohide Poly Flexible Ring Binders;2992
9037;CA-2016-166492;07/04/2016;10/04/2016;First Class;RP-19390;Resi Pölking;Consumer;United States;New York City;New York;10035;East;OFF-PA-10002262;Office Supplies;Paper;Xerox 192;25,92
9039;CA-2018-157420;21/11/2018;21/11/2018;Same Day;HZ-14950;Henia Zydlo;Consumer;United States;Houston;Texas;77095;Central;TEC-PH-10003555;Technology;Phones;Motorola HK250 Universal Bluetooth Headset;55176
9040;CA-2017-117121;17/12/2017;21/12/2017;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Detroit;Michigan;48205;Central;OFF-BI-10000545;Office Supplies;Binders;GBC Ibimaster 500 Manual ProClick Binding System;9892,74
9041;CA-2015-138177;19/09/2015;24/09/2015;Standard Class;ND-18460;Neil Ducich;Corporate;United States;Chandler;Arizona;85224;West;FUR-TA-10004607;Furniture;Tables;Hon 2111 Invitation Series Straight Table;73915
9042;CA-2015-114335;28/09/2015;03/10/2015;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Hollywood;Florida;33021;South;FUR-FU-10000277;Furniture;Furnishings;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;337088
9043;CA-2016-168760;22/09/2016;26/09/2016;Second Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Los Angeles;California;90049;West;OFF-AP-10004532;Office Supplies;Appliances;Kensington 6 Outlet Guardian Standard Surge Protector;61,44
9044;CA-2017-168830;07/11/2017;13/11/2017;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;San Francisco;California;94122;West;TEC-AC-10003911;Technology;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;479,97
9045;CA-2018-137463;16/12/2018;20/12/2018;Second Class;KM-16225;Kalyca Meade;Corporate;United States;Sunnyvale;California;94086;West;OFF-BI-10003196;Office Supplies;Binders;Accohide Poly Flexible Ring Binders;5984
9050;CA-2015-124513;21/09/2015;25/09/2015;Standard Class;SL-20155;Sara Luxemburg;Home Office;United States;New York City;New York;10011;East;OFF-AR-10002956;Office Supplies;Art;Boston 16801 Nautilus Battery Pencil Sharpener;66,03
9051;CA-2016-165554;18/05/2016;22/05/2016;Standard Class;AJ-10780;Anthony Jacobs;Corporate;United States;Los Angeles;California;90004;West;OFF-PA-10003724;Office Supplies;Paper;Wirebound Message Book, 4 per Page;10,86
9052;CA-2015-141838;26/03/2015;31/03/2015;Second Class;DK-12835;Damala Kotsonis;Corporate;United States;San Francisco;California;94122;West;OFF-AR-10004272;Office Supplies;Art;Newell 308;3,36
9055;CA-2018-117009;22/09/2018;28/09/2018;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;Santa Ana;California;92704;West;OFF-SU-10001218;Office Supplies;Supplies;Fiskars Softgrip Scissors;21,96
9056;CA-2016-128993;12/09/2016;17/09/2016;Second Class;CC-12670;Craig Carreira;Consumer;United States;Seattle;Washington;98103;West;TEC-AC-10004209;Technology;Accessories;Memorex Froggy Flash Drive 4 GB;21,98
9057;CA-2016-160227;02/11/2016;04/11/2016;First Class;ED-13885;Emily Ducich;Home Office;United States;New York City;New York;10011;East;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;2621322
9058;CA-2016-149097;20/10/2016;24/10/2016;Standard Class;SV-20785;Stewart Visinsky;Consumer;United States;Los Angeles;California;90045;West;FUR-FU-10003424;Furniture;Furnishings;Nu-Dell Oak Frame;74,76
9060;CA-2017-132304;14/06/2017;18/06/2017;Standard Class;AR-10825;Anthony Rawles;Corporate;United States;Seattle;Washington;98103;West;FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;1115,17
9061;CA-2016-136420;20/11/2016;21/11/2016;First Class;CS-12250;Chris Selesnick;Corporate;United States;San Diego;California;92024;West;OFF-BI-10002854;Office Supplies;Binders;Performers Binder/Pad Holder, Black;89696
9063;CA-2017-101623;28/02/2017;06/03/2017;Standard Class;RR-19525;Rick Reed;Corporate;United States;New York City;New York;10035;East;OFF-FA-10003495;Office Supplies;Fasteners;Staples;36,48
9064;US-2015-151015;14/10/2015;20/10/2015;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;Chicago;Illinois;60653;Central;OFF-PA-10002581;Office Supplies;Paper;Xerox 1951;322192
9067;CA-2018-152968;26/05/2018;30/05/2018;Standard Class;BM-11785;Bryan Mills;Consumer;United States;Harrisonburg;Virginia;22801;South;TEC-AC-10000521;Technology;Accessories;Verbatim Slim CD and DVD Storage Cases, 50/Pack;23,08
9068;CA-2017-150077;04/02/2017;10/02/2017;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Rockville;Maryland;20852;East;TEC-PH-10002890;Technology;Phones;AT&T 17929 Lendline Telephone;90,48
9069;CA-2017-106278;02/09/2017;05/09/2017;Second Class;BM-11140;Becky Martin;Consumer;United States;Des Moines;Washington;98198;West;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;215976
9071;CA-2018-147550;04/12/2018;05/12/2018;First Class;KE-16420;Katrina Edelman;Corporate;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10001918;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;11352
9072;CA-2016-136105;12/06/2016;16/06/2016;Standard Class;SZ-20035;Sam Zeldin;Home Office;United States;Columbus;Indiana;47201;Central;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;24,56
